Age,Gender,Class,Joined,Married,Fare,Survived
1.0,Male,C2,Cherbourg,0.0,37.0,1
24.0,Female,C2,Cherbourg,1.0,37.0,1
28.0,Female,C3,Queenstown,0.0,7.0,1
28.0,Female,Crew,Southampton,0.0,0.0,1
20.0,Female,Crew,Southampton,0.0,0.0,1
39.0,Female,Crew,Southampton,1.0,0.0,1
18.0,Female,C1,Southampton,1.0,53.0,1
29.0,Male,C1,Cherbourg,0.0,29.0,1
31.0,Male,Crew,Belfast,1.0,0.0,1
24.0,Female,C1,Cherbourg,0.0,49.0,1
25.0,Male,Crew,Southampton,1.0,0.0,1
24.0,Female,C3,Queenstown,0.0,7.0,1
48.0,Male,Crew,Southampton,0.0,0.0,1
19.0,Male,C3,Queenstown,0.0,7.0,1
29.0,Female,C3,Queenstown,0.0,23.0,1
26.0,Female,C3,Queenstown,0.0,23.0,1
24.0,Male,C3,Queenstown,0.0,23.0,1
31.0,Female,C3,Queenstown,0.0,7.0,1
35.0,Male,C1,Southampton,1.0,26.0,1
17.0,Female,C3,Queenstown,0.0,8.0,1
30.0,Male,Crew,Belfast,1.0,0.0,1
42.0,Female,Crew,Southampton,1.0,0.0,1
26.0,Male,Crew,Belfast,0.0,0.0,1
13.0,Female,C2,Southampton,0.0,19.0,1
42.0,Female,C2,Southampton,1.0,19.0,1
19.0,Male,C2,Southampton,0.0,10.0,1
25.0,Female,C1,Cherbourg,1.0,82.0,1
51.0,Male,Crew,Southampton,1.0,0.0,1
33.0,Female,C1,Queenstown,0.0,90.0,1
37.0,Female,C1,Queenstown,1.0,90.0,1
30.0,Male,C1,Cherbourg,0.0,57.0,1
7.0,Male,C3,Southampton,0.0,12.0,1
29.0,Female,C3,Southampton,0.0,12.0,1
28.0,Female,C3,Queenstown,0.0,24.0,1
29.0,Male,C3,Southampton,0.0,7.0,1
35.0,Female,C3,Cherbourg,0.0,7.0,1
4.0,Male,C3,Cherbourg,0.0,15.0,1
7.0,Male,C3,Cherbourg,0.0,15.0,1
25.0,Female,C3,Cherbourg,1.0,15.0,1
25.0,Female,C3,Queenstown,0.0,7.0,1
18.0,Female,C3,Queenstown,0.0,15.0,1
25.0,Female,C3,Queenstown,0.0,15.0,1
31.0,Female,C3,Queenstown,0.0,15.0,1
22.0,Female,C3,Cherbourg,0.0,7.0,1
20.0,Male,C3,Cherbourg,0.0,7.0,1
1.0,Female,C3,Cherbourg,0.0,15.0,1
20.0,Male,C3,Cherbourg,1.0,15.0,1
19.0,Female,C3,Cherbourg,1.0,15.0,1
2.0,Male,C2,Southampton,0.0,26.0,1
3.0,Male,C2,Southampton,0.0,26.0,1
17.0,Female,C2,Cherbourg,1.0,30.0,1
45.0,Female,C3,Cherbourg,0.0,7.0,1
31.0,Female,C1,Cherbourg,0.0,113.0,1
23.0,Female,C1,Cherbourg,0.0,113.0,1
19.0,Female,C1,Southampton,0.0,26.0,1
18.0,Female,C3,Southampton,0.0,7.0,1
26.0,Female,C3,Southampton,0.0,7.0,1
1.0,Male,C3,Southampton,1.0,7.0,1
20.0,Male,C1,Cherbourg,0.0,13.0,1
29.0,Female,C2,Southampton,0.0,10.0,1
11.0,Male,C3,Cherbourg,0.0,11.0,1
14.0,Female,C3,Cherbourg,0.0,11.0,1
27.0,Female,C3,Queenstown,1.0,15.0,1
39.0,Female,Crew,Cherbourg,0.0,108.0,1
27.0,Male,Crew,Belfast,0.0,0.0,1
9.0,Male,C3,Southampton,0.0,3.0,1
29.0,Male,C1,Cherbourg,0.0,25.0,1
31.0,Female,C3,Southampton,1.0,8.0,1
22.0,Male,C2,Southampton,0.0,10.0,1
26.0,Male,C2,Cherbourg,0.0,13.0,1
29.0,Male,C2,Cherbourg,0.0,13.0,1
26.0,Male,C3,Southampton,0.0,7.0,1
59.0,Female,C2,Southampton,0.0,26.0,1
45.0,Male,Crew,Southampton,0.0,0.0,1
22.0,Female,C1,Southampton,1.0,66.0,1
33.0,Female,Crew,Southampton,0.0,93.0,1
52.0,Male,C1,Southampton,1.0,30.0,1
22.0,Female,C1,Cherbourg,1.0,108.0,1
30.0,Male,Crew,Southampton,0.0,0.0,1
23.0,Male,Crew,Belfast,0.0,0.0,1
21.0,Female,C2,Southampton,0.0,21.0,1
19.0,Female,C2,Southampton,0.0,26.0,1
33.0,Male,C3,Southampton,0.0,8.0,1
32.0,Female,C2,Southampton,0.0,13.0,1
34.0,Male,Crew,Belfast,1.0,0.0,1
30.0,Male,C2,Cherbourg,0.0,12.0,1
56.0,Female,C1,Cherbourg,0.0,83.0,1
23.0,Male,Crew,Southampton,0.0,0.0,1
36.0,Female,Crew,Southampton,1.0,0.0,1
22.0,Male,Crew,Southampton,1.0,0.0,1
2.0,Female,C2,Southampton,0.0,26.0,1
33.0,Female,C2,Southampton,0.0,26.0,1
32.0,Male,Crew,Belfast,1.0,0.0,1
30.0,Female,C2,Southampton,1.0,21.0,1
29.0,Female,C2,Southampton,0.0,13.0,1
33.0,Male,C1,Cherbourg,1.0,39.0,1
32.0,Male,Crew,Southampton,0.0,0.0,1
1.0,Male,C2,Southampton,0.0,18.0,1
3.0,Male,C2,Southampton,0.0,18.0,1
24.0,Female,C2,Southampton,0.0,18.0,1
58.0,Female,C2,Southampton,0.0,10.0,1
43.0,Female,C1,Southampton,0.0,211.0,1
41.0,Female,Crew,Southampton,1.0,0.0,1
47.0,Female,Crew,Southampton,1.0,0.0,1
45.0,Male,C1,Southampton,1.0,26.0,1
32.0,Female,C1,Cherbourg,0.0,27.0,1
38.0,Male,Crew,Southampton,1.0,0.0,1
33.0,Female,C1,Southampton,0.0,86.0,1
54.0,Female,C1,Cherbourg,0.0,59.0,1
22.0,Female,C2,Southampton,0.0,10.0,1
58.0,Male,Crew,Belfast,0.0,0.0,1
13.0,Male,C1,Cherbourg,0.0,262.0,1
18.0,Female,C1,Cherbourg,0.0,262.0,1
21.0,Female,C1,Cherbourg,0.0,262.0,1
33.0,Male,Crew,Southampton,1.0,0.0,1
48.0,Female,C1,Cherbourg,1.0,262.0,1
47.0,Male,C1,Southampton,1.0,30.0,1
21.0,Female,C3,Southampton,0.0,7.0,1
43.0,Male,C1,Southampton,0.0,26.0,1
1.0,Female,C3,Southampton,0.0,16.0,1
4.0,Female,C3,Southampton,0.0,16.0,1
24.0,Female,C3,Southampton,0.0,16.0,1
21.0,Male,C3,Southampton,0.0,9.0,1
35.0,Female,C1,Cherbourg,0.0,57.0,1
29.0,Male,C3,Southampton,0.0,9.0,1
30.0,Female,Crew,Southampton,0.0,31.0,1
34.0,Male,C1,Southampton,1.0,26.0,1
28.0,Male,Crew,Southampton,0.0,0.0,1
40.0,Female,Crew,Southampton,0.0,153.0,1
39.0,Female,C1,Cherbourg,1.0,55.0,1
17.0,Female,C2,Southampton,0.0,13.0,1
56.0,Male,C1,Southampton,0.0,35.0,1
20.0,Female,C2,Southampton,0.0,36.0,1
30.0,Female,C2,Southampton,0.0,13.0,1
18.0,Female,C3,Southampton,0.0,6.0,1
30.0,Female,C2,Queenstown,0.0,12.0,1
30.0,Female,Crew,Southampton,1.0,0.0,1
28.0,Male,C1,Southampton,0.0,35.0,1
44.0,Female,Crew,Southampton,0.0,0.0,1
49.0,Female,C2,Southampton,0.0,13.0,1
18.0,Female,C1,Cherbourg,1.0,60.0,1
24.0,Male,C1,Southampton,1.0,82.0,1
23.0,Female,C1,Southampton,1.0,82.0,1
6.0,Male,C1,Cherbourg,0.0,134.0,1
45.0,Male,C1,Cherbourg,1.0,134.0,1
39.0,Female,C1,Cherbourg,0.0,134.0,1
48.0,Female,C1,Cherbourg,0.0,146.0,1
24.0,Female,C3,Southampton,0.0,7.0,1
47.0,Female,Crew,Southampton,0.0,0.0,1
54.0,Male,C1,Cherbourg,0.0,55.0,1
43.0,Female,C1,Cherbourg,0.0,55.0,1
52.0,Female,C1,Cherbourg,0.0,78.0,1
61.0,Female,C1,Southampton,0.0,80.0,1
30.0,Male,C3,Southampton,0.0,7.0,1
32.0,Male,C1,Southampton,0.0,30.0,1
20.0,Male,C3,Southampton,0.0,8.0,1
45.0,Male,C3,Southampton,1.0,7.0,1
14.0,Male,C3,Southampton,0.0,9.0,1
46.0,Female,C1,Southampton,0.0,25.0,1
24.0,Female,Crew,Cherbourg,0.0,69.0,1
1.0,Male,C3,Cherbourg,0.0,8.0,1
16.0,Female,C3,Cherbourg,0.0,8.0,1
18.0,Female,C1,Southampton,0.0,79.0,1
39.0,Female,C1,Southampton,0.0,79.0,1
48.0,Male,C1,Southampton,1.0,52.0,1
49.0,Female,C1,Southampton,1.0,52.0,1
17.0,Male,C1,Cherbourg,0.0,110.0,1
39.0,Female,C1,Cherbourg,0.0,110.0,1
46.0,Male,Crew,Southampton,0.0,0.0,1
36.0,Male,Crew,Southampton,0.0,0.0,1
37.0,Female,C1,Cherbourg,1.0,80.0,1
32.0,Female,C3,Southampton,1.0,16.0,1
50.0,Female,C2,Southampton,0.0,10.0,1
41.0,Male,Crew,Southampton,0.0,0.0,1
27.0,Female,C2,Southampton,0.0,12.0,1
27.0,Female,C2,Southampton,0.0,10.0,1
8.0,Male,C3,Cherbourg,0.0,15.0,1
9.0,Female,C3,Cherbourg,0.0,15.0,1
27.0,Female,C3,Cherbourg,1.0,15.0,1
31.0,Male,C1,Cherbourg,0.0,28.0,1
18.0,Female,C3,Southampton,0.0,9.0,1
64.0,Female,C3,Southampton,0.0,9.0,1
26.0,Male,C3,Southampton,0.0,19.54,1
22.0,Male,C3,Cherbourg,1.0,7.0,1
36.0,Female,C2,Southampton,0.0,21.0,1
37.0,Female,Crew,Cherbourg,0.0,512.0,1
37.0,Male,Crew,Southampton,1.0,0.0,1
32.0,Female,C2,Southampton,0.0,21.0,1
60.0,Female,C1,Cherbourg,1.0,75.0,1
12.0,Female,C2,Southampton,0.0,15.0,1
40.0,Female,C2,Southampton,0.0,15.0,1
38.0,Female,C2,Southampton,0.0,13.0,1
37.0,Female,C2,Southampton,0.0,26.0,1
2.0,Male,C2,Southampton,0.0,23.0,1
4.0,Female,C2,Southampton,0.0,23.0,1
29.0,Female,C2,Southampton,1.0,23.0,1
27.0,Male,C3,Southampton,0.0,7.0,1
1.0,Female,C2,Southampton,0.0,27.0,1
4.0,Female,C2,Southampton,0.0,27.0,1
33.0,Female,C2,Southampton,1.0,27.0,1
31.0,Male,C2,Southampton,1.0,13.0,1
55.0,Female,C1,Cherbourg,0.0,135.0,1
31.0,Female,C1,Southampton,0.0,164.0,1
45.0,Female,C1,Southampton,0.0,164.0,1
50.0,Female,C1,Southampton,1.0,211.0,1
37.0,Male,Crew,Southampton,0.0,0.0,1
47.0,Female,C3,Southampton,1.0,7.0,1
21.0,Female,C1,Southampton,0.0,26.0,1
23.0,Male,C2,Southampton,1.0,13.0,1
21.0,Male,C1,Cherbourg,0.0,61.0,1
33.0,Female,Crew,Cherbourg,0.0,134.0,1
45.0,Male,C1,Southampton,0.0,35.0,1
26.0,Female,C2,Southampton,0.0,13.0,1
47.0,Male,Crew,Southampton,1.0,0.0,1
41.0,Male,Crew,Belfast,1.0,0.0,1
17.0,Female,C3,Cherbourg,0.0,14.0,1
36.0,Female,C1,Cherbourg,0.0,135.0,1
4.0,Male,C3,Cherbourg,0.0,22.0,1
2.0,Female,C3,Cherbourg,0.0,22.0,1
23.0,Female,C3,Cherbourg,1.0,22.0,1
22.0,Female,C1,Southampton,0.0,61.0,1
27.0,Male,C3,Cherbourg,0.0,7.0,1
